cpf)cnpj_prod;negocio_origem;nome_segurado;matricula;cpf;inscricao;plano;plano_id;valor_base_R$;parcela;comissao_r$;porcentagem;data_verba;nome_verba
81.043.257/0001-22;Individual;EDUARDA SILVEIRA;457771847;469.187.532-82;7,51E+12;CAPTAL SEGURADO POR IPA;1537;202,7242799;18;36,49037038;18;03/01/2010;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;EDUARDA SILVEIRA;457771847;469.187.532-82;4,44E+12;WHOLE LIFE PLUS - DIH;1759;89,56540457;22;11,19567557;12,5;25/02/2007;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;EDUARDA SILVEIRA;457771847;469.187.532-82;6,26E+12;SAF INDIVIDUAL SUPERLUXO - R7.000 - RIDE;2417;48,40150671;2;0,968030134;2;06/06/1973;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;SR. LUIZ FELIPE COSTELA;9023432835;203.895.167-59;1,77E+12;DOENCAS GRAVES PREMIUM - RIDER;2414;159,0006439;1;28,62011589;18;23/05/1998;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;DR. LORENZO REZENDE;6157433225;956.718.320-12;1,75E+12;DOENCAS GRAVES PREMIUM - RIDER;2414;261,2932988;25;5,225865976;2;19/10/2018;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;DR. LORENZO REZENDE;6157433225;956.718.320-12;8,22E+12;DOENCAS GRAVES PREMIUM;2231;190,2408138;28;3,804816277;2;19/02/1985;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;DR. LORENZO REZENDE;6157433225;956.718.320-12;2,71E+11;WHOLE LIFE PLUS - DIH;1759;25,34127927;14;4,561430269;18;23/03/1977;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;PEDRO MIGUEL LOPES;3165231060;406.927.581-94;1,42E+12;SAF FAMILIAR SUPERLUXO - R7.000 - RIDER;2418;199,3700802;12;35,88661444;18;22/02/1983;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;PEDRO MIGUEL LOPES;3165231060;406.927.581-94;8,52E+12;CAPTAL SEGURADO POR IPA;1537;278,4618974;15;34,80773717;12,5;21/05/1994;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;PEDRO MIGUEL LOPES;3165231060;406.927.581-94;9,79E+12;WHOLE LIFE PLUS - DIH;1759;74,03880134;7;9,254850167;12,5;11/12/2002;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;PEDRO MIGUEL LOPES;3165231060;406.927.581-94;7,68E+12;DIARIA DE INTERNACAO HOSPITALAR - 250 DI;2116;61,4575;14;1,22915;2;05/10/1986;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;OTÁVIO AZEVEDO;8004206386;487.052.169-58;1,65E+12;DIARIA DE INTERNACAO HOSPITALAR - 250 DI;2116;1,232935886;15;0,221928459;18;13/01/1970;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;OTÁVIO AZEVEDO;8004206386;487.052.169-58;9,78E+12;DIT  MQC 7 DIAS;2397;153,5713486;14;27,64284274;18;03/05/1978;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;OTÁVIO AZEVEDO;8004206386;487.052.169-58;5,02E+12;DIT COM LER E DORT;2232;243,0751824;17;30,3843978;12,5;14/02/1981;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;ALICE DAS NEVES;4498780813;476.308.291-40;2,73E+12;DIT COM LER E DORT;2232;263,2392992;8;32,90491241;12,5;21/02/1983;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;ALICE DAS NEVES;4498780813;476.308.291-40;7,90E+11;DIH - 250 DIARIAS - RIDER;2410;32,4138727;5;5,834497086;18;22/12/1996;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;JOÃO LUCAS DA MATA;879091548;291.684.053-24;1,36E+12;CAPTAL SEGURADO POR IPA;1537;247,3568306;5;44,52422951;18;16/10/1976;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;JOÃO LUCAS DA MATA;879091548;291.684.053-24;4,88E+12;CAPITAL SEGURADO POR IFPD/IPA;1538;175,9292793;25;3,518585587;2;08/06/1986;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;JOÃO LUCAS DA MATA;879091548;291.684.053-24;8,61E+12;DIH - 250 DIARIAS - RIDER;2410;262,7321981;7;32,84152476;12,5;03/05/1972;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;JOÃO LUCAS DA MATA;879091548;291.684.053-24;4,28E+12;WHOLE LIFE PLUS - IPA;1755;216,6673763;26;39,00012774;18;24/12/2011;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;EDUARDO RODRIGUES;4854106921;508.491.236-15;7,50E+12;WHOLE LIFE PLUS - IPA;1755;55,35409185;4;6,919261481;12,5;28/07/1985;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;EDUARDO RODRIGUES;4854106921;508.491.236-15;5,52E+12;DIARIA DE INTERNACAO HOSPITALAR - 200 DI;2115;180,3270951;22;22,54088689;12,5;15/11/1984;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;HENRIQUE DUARTE;6296223672;210.367.589-40;2,37E+12;SAF SEGURO DE ASSISTENCIA FUNERAL SUPER;2028;18,51973148;9;0,37039463;2;11/11/2018;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;HENRIQUE DUARTE;6296223672;210.367.589-40;8,16E+12;SAF FAMILIAR SUPERLUXO - R7.000 - RIDER;2418;187,6303176;14;3,752606353;2;05/08/1978;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;HENRIQUE DUARTE;6296223672;210.367.589-40;6,47E+12;DOENCAS GRAVES PREMIUM;2231;83,85546884;19;15,09398439;18;23/11/1995;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;KAMILLY NOVAES;9646139347;452.708.619-76;5,42E+12;WHOLE LIFE PLUS - IPA  IFPD;1756;134,1169932;4;24,14105877;18;22/08/1989;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;KAMILLY NOVAES;9646139347;452.708.619-76;4,19E+12;DIH - 250 DIARIAS - RIDER;2410;67,74316664;9;8,46789583;12,5;22/02/1997;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;KAMILLY NOVAES;9646139347;452.708.619-76;3,26E+12;DIARIA DE INTERNACAO HOSPITALAR - 250 DI;2116;170,8221701;21;21,35277126;12,5;14/08/1986;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;REBECA DA ROSA;1593674958;328.567.940-92;8,38E+12;DOENCAS GRAVES PREMIUM;2231;246,8015142;1;30,85018928;12,5;15/11/2001;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;REBECA DA ROSA;1593674958;328.567.940-92;9,30E+12;SAF INDIVIDUAL SUPERLUXO - R7.000 - RIDE;2417;246,3276032;10;44,33896858;18;19/09/2003;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;RODRIGO ROCHA;8430931385;683.294.751-82;8,84E+12;DIT COM LER E DORT E IPA MAJORADA;1784;184,8172202;21;3,696344404;2;15/07/2009;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;RODRIGO ROCHA;8430931385;683.294.751-82;5,94E+12;IPA COM MAJORACAO;2278;185,4887649;2;23,18609562;12,5;16/03/1998;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;LEVI DIAS;8779189511;096.815.324-06;2,01E+12;WHOLE LIFE PLUS - IPA  IFPD;1756;250,6809221;18;5,013618442;2;12/03/1981;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;LEVI DIAS;8779189511;096.815.324-06;4,10E+12;WHOLE LIFE PLUS - IPA  IFPD;1756;26,91883563;17;0,538376713;2;11/12/1991;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;LEVI DIAS;8779189511;096.815.324-06;6,29E+12;DIARIA DE INTERNACAO HOSPITALAR - 250 DI;2116;296,8354093;2;53,43037368;18;27/06/1993;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;LEVI DIAS;8779189511;096.815.324-06;3,61E+12;SAF SEGURO DE ASSISTENCIA FUNERAL SUPER;2028;257,8638364;26;5,157276727;2;24/01/1999;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;LEVI DIAS;8779189511;096.815.324-06;9,03E+11;DIH - 250 DIARIAS - RIDER;2410;294,9565832;28;5,899131663;2;07/04/1988;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;ANA VITÓRIA MENDES;8363441040;409.837.261-40;3,41E+12;SAF SEGURO DE ASSISTENCIA FUNERAL SUPER;2028;201,9147517;9;36,34465531;18;03/01/2005;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;ANA VITÓRIA MENDES;8363441040;409.837.261-40;5,20E+11;DOENCAS GRAVES;1780;54,78671041;5;9,861607874;18;09/05/1993;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;ANA VITÓRIA MENDES;8363441040;409.837.261-40;9,51E+12;DOENCAS GRAVES PREMIUM - RIDER;2414;114,7888285;19;20,66198914;18;08/08/1988;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;LAÍS CAVALCANTI;7483905231;052.497.618-01;5,90E+12;IPA COM MAJORACAO;2278;89,52922056;22;16,1152597;18;27/01/1995;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;LAÍS CAVALCANTI;7483905231;052.497.618-01;5,64E+12;IPA COM MAJORACAO  IFPD;2279;101,9707746;22;12,74634682;12,5;27/11/1983;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;LAÍS CAVALCANTI;7483905231;052.497.618-01;6,83E+12;WHOLE LIFE PLUS - IPA  IFPD;1756;189,382117;22;3,787642341;2;10/08/2018;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;LAÍS CAVALCANTI;7483905231;052.497.618-01;3,30E+12;CAPITAL SEGURADO POR IFPD/IPA;1538;274,5462268;10;49,41832083;18;08/02/2005;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;LAÍS CAVALCANTI;7483905231;052.497.618-01;3,30E+12;WHOLE LIFE PLUS - IPA  IFPD;1756;199,9270461;5;35,9868683;18;09/05/1977;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;LAÍS CAVALCANTI;7483905231;052.497.618-01;3,30E+12;IPA COM MAJORACAO;2278;139,3526647;27;25,08347964;18;21/03/2019;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;BENJAMIN ALMEIDA;417856420;714.289.035-50;2,33E+12;WHOLE LIFE PLUS - IPA;1755;138,1414458;16;17,26768073;12,5;30/06/1995;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;BENJAMIN ALMEIDA;417856420;714.289.035-50;8,09E+12;DIH - 250 DIARIAS - RIDER;2410;81,68014905;30;1,633602981;2;05/01/1996;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;BENJAMIN ALMEIDA;417856420;714.289.035-50;1,69E+12;WHOLE LIFE PLUS - IPA  IFPD;1756;160,7663248;21;20,0957906;12,5;30/12/2002;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;BENJAMIN ALMEIDA;417856420;714.289.035-50;7,36E+12;DIT  MQC 7 DIAS;2397;259,051772;24;5,181035439;2;26/12/1998;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;FELIPE RIBEIRO;8165163375;840.795.316-48;6,64E+12;IPA COM MAJORACAO  IFPD;2279;8,228956332;1;1,028619541;12,5;28/05/1985;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;FELIPE RIBEIRO;8165163375;840.795.316-48;3,28E+12;WHOLE LIFE PLUS - DIH;1759;142,6391523;9;2,852783045;2;26/06/1986;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;FELIPE RIBEIRO;8165163375;840.795.316-48;1,64E+12;SAF FAMILIAR SUPERLUXO - R7.000 - RIDER;2418;182,1877212;21;32,79378982;18;02/07/2009;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;FELIPE RIBEIRO;8165163375;840.795.316-48;6,82E+12;DOENCAS GRAVES PREMIUM;2231;267,0536716;7;48,06966089;18;15/12/2018;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;FELIPE RIBEIRO;8165163375;840.795.316-48;6,30E+12;SAF INDIVIDUAL SUPERLUXO - R7.000 - RIDE;2417;292,2673612;9;52,60812502;18;18/10/1980;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;RODRIGO DAS NEVES;3435044879;954.621.837-55;7,50E+12;DIH - 250 DIARIAS - RIDER;2410;241,0710183;25;43,3927833;18;12/07/2011;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;RODRIGO DAS NEVES;3435044879;954.621.837-55;6,27E+12;IPA COM MAJORACAO  IFPD;2279;5,643799398;3;0,705474925;12,5;10/02/1996;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;RODRIGO DAS NEVES;3435044879;954.621.837-55;7,50E+12;DOENCAS GRAVES;1780;193,4741701;28;3,869483402;2;14/01/2012;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;RODRIGO DAS NEVES;3435044879;954.621.837-55;6,27E+12;DIT  MAC  IPAM - 7 DIAS - RIDER;2421;184,2037948;26;3,684075896;2;08/02/2007;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;DRA. BÁRBARA DA LUZ;999000328;320.658.179-68;3,64E+12;DIH ADICIONAL UTI RIDER;2411;99,93803534;29;17,98884636;18;19/04/2002;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;DRA. BÁRBARA DA LUZ;999000328;320.658.179-68;3,68E+12;DOENCAS GRAVES PREMIUM - RIDER;2414;82,15878412;8;14,78858114;18;01/05/2007;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;DRA. BÁRBARA DA LUZ;999000328;320.658.179-68;9,39E+11;DOENCAS GRAVES PREMIUM - RIDER;2414;273,7750789;25;49,2795142;18;25/10/1970;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;DRA. BÁRBARA DA LUZ;999000328;320.658.179-68;6,28E+12;SAF SEGURO DE ASSISTENCIA FUNERAL SUPER;2028;292,155806;29;36,51947575;12,5;28/04/1986;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;DRA. BÁRBARA DA LUZ;999000328;320.658.179-68;6,28E+12;DIT  MAC  IPAM - 7 DIAS - RIDER;2421;193,8888519;15;34,89999334;18;22/05/1990;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;DRA. BÁRBARA DA LUZ;999000328;320.658.179-68;6,28E+12;DIT MEDICOS  MAC  IPAM 7 DIAS;2400;228,2787113;3;4,565574227;2;21/11/1998;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;SR. MURILO NOVAES;2029704773;381.795.260-03;9,24E+12;ADICIONAL - UTI;2117;53,01390168;13;1,060278034;2;30/11/2016;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;SR. MURILO NOVAES;2029704773;381.795.260-03;9,11E+12;DIARIA DE INTERNACAO HOSPITALAR - 200 DI;2115;39,72217686;30;4,965272107;12,5;05/03/2011;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;MARIA VITÓRIA REZENDE;1206526899;074.219.865-02;5,27E+12;SAF FAMILIAR SUPERLUXO - R7.000 - RIDER;2418;299,5092891;3;5,990185783;2;28/02/1970;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;SR. KEVIN DA ROCHA;9228340845;957.213.486-82;8,46E+12;DIT  MQC 7 DIAS;2397;175,3777611;5;31,567997;18;28/05/1983;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;SR. KEVIN DA ROCHA;9228340845;957.213.486-82;4,68E+12;DIARIA DE INTERNACAO HOSPITALAR - 200 DI;2115;129,6318617;10;2,592637234;2;12/12/1975;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;SR. KEVIN DA ROCHA;9228340845;957.213.486-82;4,66E+12;IPA COM MAJORACAO;2278;278,0169209;9;50,04304576;18;23/04/1989;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;LÍVIA RIBEIRO;8543826436;532.840.169-70;3,81E+12;WHOLE LIFE PLUS - IPA;1755;255,5401348;20;31,94251685;12,5;30/11/1977;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;LÍVIA RIBEIRO;8543826436;532.840.169-70;7,30E+12;DIARIA DE INTERNACAO HOSPITALAR - 200 DI;2115;84,1994288;4;15,15589718;18;31/07/2021;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;ISADORA DA MATA;7704873294;609.358.274-47;5,70E+12;WHOLE LIFE PLUS - IPA;1755;138,4422856;4;2,768845713;2;16/10/1998;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;ISADORA DA MATA;7704873294;609.358.274-47;7,69E+12;WHOLE LIFE PLUS - IPA  IFPD;1756;29,92096216;7;3,74012027;12,5;02/03/2008;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;ISADORA DA MATA;7704873294;609.358.274-47;8,92E+12;IPA COM MAJORACAO  IFPD - RIDER;2406;19,09103997;7;3,436387195;18;14/02/1976;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;JÚLIA SALES;4560920082;843.290.576-38;2,31E+12;IPA COM MAJORACAO  IFPD;2279;191,5906087;30;34,48630957;18;15/05/2002;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;JÚLIA SALES;4560920082;843.290.576-38;5,04E+12;DOENCAS GRAVES PREMIUM;2231;278,2410851;10;34,78013564;12,5;03/09/1982;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;JÚLIA SALES;4560920082;843.290.576-38;1,27E+12;SAF FAMILIAR SUPERLUXO - R7.000 - RIDER;2418;292,4614964;22;36,55768706;12,5;21/04/1985;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;JÚLIA SALES;4560920082;843.290.576-38;1,27E+12;SAF SEGURO DE ASSISTENCIA FUNERAL SUPER;2028;77,67349775;8;1,553469955;2;26/04/1981;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;JÚLIA SALES;4560920082;843.290.576-38;5,40E+12;IPA COM MAJORACAO  IFPD;2279;148,9191379;12;18,61489223;12,5;18/02/2006;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;JÚLIA SALES;4560920082;843.290.576-38;5,56E+12;IPA COM MAJORACAO  IFPD - RIDER;2406;229,7488551;6;28,71860689;12,5;28/01/2002;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;JÚLIA SALES;4560920082;843.290.576-38;9,01E+12;ADICIONAL - UTI;2117;3,846777362;24;0,076935547;2;13/08/2000;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;JÚLIA SALES;4560920082;843.290.576-38;1,27E+12;DIT MEDICOS  MAC  IPAM 7 DIAS;2400;253,7479154;21;45,67462477;18;29/01/2015;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;CAROLINA PEIXOTO;5908289840;918.372.506-77;8,44E+11;SAF SEGURO DE ASSISTENCIA FUNERAL SUPER;2028;240,0945478;6;4,801890956;2;19/01/1971;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;CAROLINA PEIXOTO;5908289840;918.372.506-77;6,94E+12;WHOLE LIFE PLUS AFC;1758;100,6483681;15;12,58104601;12,5;16/04/2012;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;CAROLINA PEIXOTO;5908289840;918.372.506-77;9,15E+11;DOENCAS GRAVES PREMIUM - RIDER;2414;200,0921665;20;4,00184333;2;01/12/1971;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;CAROLINA PEIXOTO;5908289840;918.372.506-77;2,28E+12;ADICIONAL - UTI;2117;212,2813102;22;38,21063583;18;08/06/1979;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;MARIA ARAÚJO;6719260483;027.359.416-80;6,47E+12;ADICIONAL - UTI;2117;143,2238246;9;25,78028844;18;04/02/1996;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;MARIA ARAÚJO;6719260483;027.359.416-80;2,68E+12;DIT COM LER E DORT E IPA MAJORADA;1784;299,6319792;17;5,992639584;2;09/01/1987;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;ISIS SILVEIRA;280685000;342.587.901-41;2,15E+12;ADICIONAL - UTI;2117;42,77677129;22;5,347096412;12,5;29/07/1995;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;ISIS SILVEIRA;280685000;342.587.901-41;5,14E+12;DOENCAS GRAVES PREMIUM - RIDER;2414;278,4890814;16;34,81113517;12,5;15/08/2017;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;JULIA MOURA;9064399464;627.431.805-44;8,29E+12;CAPTAL SEGURADO POR IPA;1537;85,16700441;25;15,33006079;18;25/02/2015;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;JULIA MOURA;9064399464;627.431.805-44;2,83E+12;WHOLE LIFE PLUS - IPA  IFPD;1756;279,5555195;9;34,94443994;12,5;01/11/2020;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;JULIA MOURA;9064399464;627.431.805-44;8,28E+12;CAPTAL SEGURADO POR IPA;1537;265,8095062;28;5,316190124;2;16/08/2020;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;JULIA MOURA;9064399464;627.431.805-44;3,00E+11;ADICIONAL - UTI;2117;127,6022272;6;22,9684009;18;23/07/2011;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;JULIA MOURA;9064399464;627.431.805-44;3,51E+12;DIT  MAC  IPAM - 7 DIAS - RIDER;2421;163,101467;23;3,262029339;2;02/06/2009;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;JULIA MOURA;9064399464;627.431.805-44;3,51E+12;SAF SEGURO DE ASSISTENCIA FUNERAL SUPER;2028;78,2809497;14;14,09057095;18;15/04/2006;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;JULIA MOURA;9064399464;627.431.805-44;3,51E+12;WHOLE LIFE PLUS - IPA;1755;155,0241759;23;3,100483518;2;13/07/2018;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;CLARA MENDES;2303544337;514.073.862-71;4,00E+12;DIT MEDICOS  MAC  IPAM 7 DIAS;2400;284,0620642;2;35,50775802;12,5;09/08/1978;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;CLARA MENDES;2303544337;514.073.862-71;2,80E+12;DIARIA DE INTERNACAO HOSPITALAR - 250 DI;2116;82,34344219;11;14,82181959;18;16/11/1978;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;PEDRO ALVES;5365409028;981.764.025-67;6,00E+12;SAF FAMILIAR SUPERLUXO - R7.000 - RIDER;2418;223,2388315;16;40,18298966;18;12/04/2016;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;PEDRO ALVES;5365409028;981.764.025-67;1,78E+12;DIT  MQC 7 DIAS;2397;103,1661816;6;18,56991269;18;21/06/2003;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;REBECA RODRIGUES;2078257407;326.891.057-21;4,81E+12;IPA COM MAJORACAO  IFPD;2279;230,8318326;21;41,54972986;18;28/11/1974;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;REBECA RODRIGUES;2078257407;326.891.057-21;6,03E+12;SAF INDIVIDUAL SUPERLUXO - R7.000 - RIDE;2417;73,07786445;12;1,461557289;2;08/07/1996;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;DRA. GABRIELLY CAVALCANTI;6291319622;076.589.214-67;3,15E+12;DIT COM LER E DORT;2232;116,8824352;22;2,337648703;2;20/02/1992;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;DRA. GABRIELLY CAVALCANTI;6291319622;076.589.214-67;4,85E+12;CAPTAL SEGURADO POR IPA;1537;200,1293678;30;36,0232862;18;03/11/2017;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;BRENO CARDOSO;260653706;463.251.970-70;1,90E+12;ADICIONAL - UTI;2117;248,7682328;16;44,7782819;18;23/01/2014;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;BRENO CARDOSO;260653706;463.251.970-70;8,37E+12;CAPITAL SEGURADO POR IFPD/IPA;1538;18,2818099;11;3,290725782;18;14/05/1988;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;BRENO CARDOSO;260653706;463.251.970-70;3,92E+12;DIARIA DE INTERNACAO HOSPITALAR - 250 DI;2116;52,98227909;7;6,622784886;12,5;12/09/1990;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;LUCCA OLIVEIRA;3538242707;736.409.821-69;1,75E+12;WHOLE LIFE PLUS - IPA  IFPD;1756;285,1604113;11;5,703208226;2;11/01/1993;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;LUCCA OLIVEIRA;3538242707;736.409.821-69;8,56E+12;SAF FAMILIAR SUPERLUXO - R7.000 - RIDER;2418;146,830011;27;18,35375138;12,5;15/11/2020;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;LUCCA OLIVEIRA;3538242707;736.409.821-69;7,98E+12;DIT COM LER E DORT;2232;188,4935814;23;3,769871627;2;24/03/2001;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;IAN MOURA;1695626599;082.647.153-62;2,55E+12;DIARIA DE INTERNACAO HOSPITALAR - 200 DI;2115;264,6330585;17;47,63395053;18;02/06/1987;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;IAN MOURA;1695626599;082.647.153-62;6,66E+12;DIT  MAC  IPAM - 7 DIAS - RIDER;2421;226,7322907;19;28,34153634;12,5;24/03/1992;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;IAN MOURA;1695626599;082.647.153-62;3,34E+12;DIT COM LER E DORT E IPA MAJORADA;1784;149,8458202;4;2,996916405;2;04/01/1977;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;CAROLINA BARROS;2314130688;217.906.435-70;1,62E+12;WHOLE LIFE PLUS - IPA;1755;198,6108429;19;3,972216857;2;31/07/1983;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;CAROLINA BARROS;2314130688;217.906.435-70;6,34E+12;DOENCAS GRAVES PREMIUM - RIDER;2414;104,7991077;17;13,09988846;12,5;22/01/1986;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;CAROLINA BARROS;2314130688;217.906.435-70;3,00E+12;IPA COM MAJORACAO  IFPD - RIDER;2406;288,9038219;27;5,778076438;2;19/12/1994;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;DRA. ANA BEATRIZ MARTINS;5127918419;245.137.690-25;8,79E+11;WHOLE LIFE PLUS - IPA;1755;183,2620953;16;32,98717716;18;28/08/1976;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;DRA. ANA BEATRIZ MARTINS;5127918419;245.137.690-25;8,73E+11;SAF INDIVIDUAL SUPERLUXO - R7.000 - RIDE;2417;284,5115697;5;51,21208255;18;30/12/1984;CARTEIRA GRUPAL                                                       
81.043.257/0001-22;Individual;DRA. ANA BEATRIZ MARTINS;5127918419;245.137.690-25;1,47E+12;IPA COM MAJORACAO;2278;245,7294072;26;44,2312933;18;18/08/2016;CARTEIRA GRUPAL                                                       
